"";"party";"content";"target";"stance"
"7045";"aut: Austrian People’s Party";"Wie bisher ist beim Neuzuzug von Arbeitskräften aber neben den wirtschaftlichen Notwendigkeiten die Situation auf dem Arbeitsmarkt, den Wohnungsmarkt und die schulische Situation zu berücksichtigen.";"immigration";"NONE"
"7046";"aut: Austrian People’s Party";"Durch die letzte Novelle des Fremdengesetzes wurde der Bedarf an Quotenplätzen für die Familienzusammenführung reduziert.";"integration";"NONE"
"7047";"aut: Austrian People’s Party";"Ziel muß es sein, die bereits längere Zeit in Österreich lebenden Fremden besser zu integrieren";"integration";"FAVOR"
"7048";"aut: Austrian People’s Party";"und ihren Familienangehörigen mittelfristig den Zugang zum Arbeitsmarkt zu eröffnen.";"integration";"FAVOR"
"7049";"aut: Austrian People’s Party";"Die Außengrenzen der Europäischen Union müssen verstärkt gegen illegale Einwanderung und Flüchtlingsströme geschützt werden.";"immigration";"AGAINST"
"7050";"aut: Austrian People’s Party";"Unabhängig von der Notwendigkeit einer europäischen Flüchtlings- und Migrationspolitik müssen die entsprechende Grenzkontrollen durchgeführt werden, um die politischen Zielsetzungen auch umsetzen zu können.";"immigration";"AGAINST"
"7051";"aut: Austrian People’s Party";"Der Einsatz des Bundesheeres ist bei der Grenzsicherung unverzichtbar:";"immigration";"AGAINST"
"7052";"aut: Austrian People’s Party";"73% der illegalen Grenzgänger werden von Bundesheersoldaten aufgegriffen.";"immigration";"AGAINST"
"7053";"aut: Austrian People’s Party";"Die Maßnahmen unmittelbar an der Grenze müssen durch Maßnahmen im Landesinneren unterstützt werden, um illegale Einreisende auch nach Grenzübertritt aufgreifen zu können.";"immigration";"AGAINST"
"7054";"aut: Austrian People’s Party";"Besonderes Augenmerk schenken wir dem Schlepperunwesen, das zum großen Geschäft für die organisierte Kriminalität geworden ist, wie die Vergleichszahlen aufzeigen:";"immigration";"AGAINST"
"7055";"aut: Austrian People’s Party";"1997 - 13.173 Illegale Grenzgänger, 1.741 Schlepper, 4.658 \""Geschleppte\"";";"immigration";"AGAINST"
"7056";"aut: Austrian People’s Party";"1998 - 19.635 Illegale Grenzgänger,1.854 Schlepper, 10.102 \""Geschleppte\"".";"immigration";"AGAINST"
"7057";"aut: Austrian People’s Party";"Schubhaft";"immigration";"AGAINST"
"7058";"aut: Austrian People’s Party";"und Maßnahmen gegen die Wiedereinreise von Rechtsbrechern:";"immigration";"AGAINST"
"7059";"aut: Austrian People’s Party";"Trotz gewisser Anstrengungen sind die Schubhaftplätze in Österreich noch immer nicht ausreichend.";"immigration";"AGAINST"
"7060";"aut: Austrian People’s Party";"An den Grenzen werden immer wieder Personen aufgegriffen, die erst kurze Zeit zuvor des Landes verwiesen oder an der Grenze zurückgewiesen worden sind.";"immigration";"AGAINST"
"7061";"aut: Austrian People’s Party";"Es gibt Fristen, innerhalb der jemand, der an der Grenze zurückgewiesen";"immigration";"AGAINST"
"7062";"aut: Austrian People’s Party";"oder wegen der Begehung strafbarer Handlungen ausgewiesen worden ist, nicht mehr nach Österreich einreisen darf.";"immigration";"AGAINST"
"7063";"aut: Austrian People’s Party";"Zur Bekämpfung des Kriminaltourismus müssen der Exekutive über diese gesetzlichen Schritte hinaus Möglichkeiten erhalten, daß ausländische Rechtsbrecher bei Begehung (geringerer) strafbarer Handlungen nicht ungeschoren davonkommen.";"immigration";"AGAINST"
"7064";"aut: Austrian People’s Party";"Unsere konsequente Fremdenpolitik";"immigration";"AGAINST"
"7065";"aut: Austrian People’s Party";"Unsere Politik soll sicherstellen, daß die Anzahl der Ausländer die Aufnahmefähigkeit des österreichischen Arbeitsmarktes, des Schulsystems und des regionalen Wohnungsmarktes nicht übersteigt.";"immigration";"AGAINST"
"7066";"aut: Austrian People’s Party";"Zur Sicherung der Grenzen ist eine aktive Teilnahme Österreichs am Schengener Prozeß notwendig.";"immigration";"AGAINST"
"7067";"aut: Austrian People’s Party";"Der weitere Einsatz des Bundesheeres zum Schutz der Außengrenze ist unumgänglich.";"immigration";"AGAINST"
"7068";"aut: Austrian People’s Party";"Neben der Verbesserung der tatsächlichen Kontrollen wollen wir die Strafen für Schlepperei verschärfen.";"immigration";"AGAINST"
"7069";"aut: Austrian People’s Party";"Ihr Anteil an der Gesamtkriminalität wird auf 30-35% geschätzt.";"integration";"AGAINST"
"7070";"aut: Austrian People’s Party";"Menschenschmuggel z.B. ist einerseits ein Geschäft mit der Not an den ärmsten Menschen.";"immigration";"AGAINST"
"7071";"aut: Austrian People’s Party";"Andererseits trägt die illegale Migration zur sozialen Destabilisierung in den Zielländern bei:";"immigration";"AGAINST"
"7072";"aut: Austrian People’s Party";"Jährlich werden nach (West)Europa ca. 200.000 Menschen geschmuggelt und der Gesamtumsatz wird bei 12,7 Mrd. öS vermutet.";"immigration";"AGAINST"
"7073";"aut: Austrian People’s Party";"Gerade in diesem Bereich sind aber alle Maßnahmen zu setzen, um die Zusammenarbeit";"immigration";"AGAINST"
"7074";"aut: Austrian People’s Party";"Während der Bereich der Zusammenarbeit der Justiz- und der Polizeibehörden zunächst den Bereich der zwischenstaatlichen Zusammenarbeit darstellte und somit Gegenstand der Dritten Säule war, ist es durch den Vertrag von Amsterdam gelungen, einige Bereiche, wie etwa das Asylrecht";"immigration";"NONE"
"7075";"aut: Austrian People’s Party";"Der Aktionsplan geht aber auch auf die Frage einer europäischen Migrationspolitik ein.";"immigration";"NONE"
"7076";"aut: Austrian People’s Party";"Im Bereich einer gemeinschaftlichen Migrationspolitik könnte gerade das österreichische Beispiel der Quotenzulassung unter Bedachtnahme auf die Situation auf dem Arbeits- und Wohnungsmarkt sowie auf die Schulsituation beispielgebend sein.";"integration";"FAVOR"
"7077";"aut: Austrian People’s Party";"Wir vertreten auch auf europäischer Ebene das Prinzip der kontrollierten und kontrollierbaren Zuwanderung unter Berücksichtigung der sozialen Situation im einzelnen Mitgliedsstaat";"immigration";"AGAINST"
"7078";"aut: Austrian People’s Party";"bestmögliche Vorbereitung auf die bevorstehend Integration.";"integration";"FAVOR"
"7079";"aut: Austrian People’s Party";"Die wirtschaftliche Zusammenarbeit ist der wirkungsvollste Motor für eine verstärkte Integration";"integration";"FAVOR"
"7080";"aut: The Greens";"dass jedes Kind seinen Platz in der Schule wie im Leben findet.";"integration";"FAVOR"
"7081";"aut: The Greens";"Ausgrenzung auf Grund von Behinderung, geringer sprachlicher Kenntnisse oder anderer Umstände";"integration";"FAVOR"
"7082";"aut: The Greens";"Menschen, die sich legal in Österreich aufhalten, dürfen hier auch legal arbeiten.";"integration";"FAVOR"
"7083";"aut: The Greens";"Sämtliche Einschränkungen der beruflichen Bewegungsfreiheit und ihre Folgen (Konkurrenz im Niedriglohnbereich,";"integration";"AGAINST"
"7084";"aut: The Greens";"Ghettobildung,";"integration";"FAVOR"
"7085";"aut: The Greens";"Sozialdumping,";"integration";"FAVOR"
"7086";"aut: The Greens";"erzwungene Schwarzarbeit, ...) gehören der Vergangenheit an.";"integration";"FAVOR"
"7087";"aut: The Greens";"Die politischen und sozialen Rechte der MigrantInnen müssen durchgesetzt werden.";"integration";"FAVOR"
"7088";"aut: The Greens";"Ausgrenzende Gesellschaften sind verletzende, aber auch verletzliche Gesellschaften:";"immigration";"AGAINST"
"7089";"aut: The Greens";"Ausgrenzung zerstört Selbstbewusstsein, Kreativität sowie Solidarität und ersetzt sie durch Unsicherheit, Aggression und gesellschaftliches Konfliktpotential.";"integration";"FAVOR"
"7090";"aut: The Greens";"Zur Bewältigung der Gegenwart wie auch der Zukunft bedürfen wir der Kreativität, des Selbstbewusstseins und der gesellschaftlichen Teilhabe aller Menschen, die teilhaben wollen, unabhängig von Alter, Geschlecht, sexueller Orientierung, Behinderung, sozialer oder geographischer Herkunft, Hautfarbe, Muttersprache oder Religion.";"integration";"FAVOR"
"7091";"aut: The Greens";"Ausgrenzung können und wollen wir uns nicht leisten.";"integration";"FAVOR"
"7092";"aut: The Greens";"Alle Menschen, die hier leben, haben auch gleiche Rechte und Chancen.";"integration";"FAVOR"
"7093";"aut: The Greens";"Zweisprachiger Unterricht ist die Norm in einer Einwanderungsgesellschaft,";"integration";"FAVOR"
"7094";"aut: The Greens";"verbessert die Zukunftschancen aller Kinder";"integration";"FAVOR"
"7095";"aut: The Greens";"und in der Gesellschaft.";"integration";"NONE"
"7096";"aut: The Greens";"Menschen, die sich legal in Österreich aufhalten, dürfen hier auch legal arbeiten.";"integration";"FAVOR"
"7097";"aut: The Greens";"sämtliche Einschränkungen der beruflichen Bewegungsfreiheit und ihre Folgen (Konkurrenz im Niedriglohnbereich,";"integration";"FAVOR"
"7098";"aut: The Greens";"Ghettobildung,";"integration";"AGAINST"
"7099";"aut: The Greens";"erzwungene Schwarzarbeit, ...) gehören der Vergangenheit an.";"integration";"FAVOR"
"7100";"aut: The Greens";"Für die berufliche und gesellschaftliche Integration werden auf unterschiedliche Bedürfnisse der MigrantInnen abgestimmte Sprach-,";"integration";"FAVOR"
"7101";"aut: The Greens";"und -weiterbildungskurse ohne Strafdrohung und Zwang angeboten.";"integration";"FAVOR"
"7102";"aut: The Greens";"(Wahlaltersenkung,";"integration";"FAVOR"
"7103";"aut: The Greens";"AusländerInnenwahlrecht)";"integration";"FAVOR"
"7104";"aut: The Greens";"stellt sicher, dass alle in Österreich lebenden und an der Gesellschaft teilhabenden Menschen an der politischen Willensbildung mitwirken können.";"integration";"FAVOR"
"7105";"aut: Austrian Social Democratic Party";"durch die nachhaltige Integration von ZuwanderInnen durch allgemeine";"integration";"FAVOR"
"7106";"aut: Austrian Social Democratic Party";"geförderte Jobs, mit dem Ziel der sozialen Integration";"integration";"FAVOR"
"7107";"aut: Austrian Social Democratic Party";"Die ForscherInnenquote wird nur dann die nötige rasche Steigerung erfahren, wenn wir für gute Leute aus dem Ausland wesentlich attraktiver werden.";"immigration";"FAVOR"
"7108";"aut: Austrian Social Democratic Party";"Eine solidarische Gesundheitspolitik muss jeder Person, unabhängig von Alter, Einkommen, Familienstand, Herkunft oder Geschlecht, den Zugang zu allen medizinisch sinnvollen und notwendigen Leistungen ermöglichen.";"integration";"FAVOR"
"7109";"aut: Austrian Social Democratic Party";"und hier zur Prostitution gezwungen werden.";"integration";"AGAINST"
"7110";"aut: Austrian Social Democratic Party";"Wir wollen das humanitäre Aufenthaltsrecht für Betroffene des Menschenhandels verbessern.";"immigration";"FAVOR"
"7111";"aut: Austrian Social Democratic Party";"Wir haben ein Menschenbild, das jedem Menschen Achtung und menschenwürdige Behandlung garantiert.";"integration";"FAVOR"
"7112";"aut: Austrian Social Democratic Party";"Wir treten für ein geordnetes und möglichst konfliktfreies Zusammenleben aller Menschen in Österreich ein.";"integration";"FAVOR"
"7113";"aut: Austrian Social Democratic Party";"Dies setzt gegenseitige Rücksichtnahme, Respekt und Akzeptanz voraus und bedingt Rechte und Pflichten.";"integration";"FAVOR"
"7114";"aut: Austrian Social Democratic Party";"Das Recht auf Heimat aller Österreicherinnen und Österreicher und das Recht auf Integration der MigrantInnen, die rechtmäßig nach Österreich kommen, gehören zusammen.";"integration";"FAVOR"
"7115";"aut: Austrian Social Democratic Party";"In Österreich ist auch in den kommenden Jahren aus demografischen und ökonomischen Gründen mit einer weiteren Zuwanderung zu rechnen.";"immigration";"FAVOR"
"7116";"aut: Austrian Social Democratic Party";"Wir treten für eine rechtlich und gesellschaftspolitisch geordnete Zuwanderung ein";"immigration";"FAVOR"
"7117";"aut: Austrian Social Democratic Party";"und im Interesse der Gewährleistung eines ausreichenden, jedoch nicht zu großen Arbeitskräfteangebots.";"immigration";"FAVOR"
"7118";"aut: Austrian Social Democratic Party";"Dazu ist eine integrative Politik notwendig, die es den ZuwanderInnen ermöglicht, den Lebensunterhalt durch legale Arbeit selbst bestreiten zu können,";"integration";"FAVOR"
"7119";"aut: Austrian Social Democratic Party";"durch das soziale Netz geschützt zu sein";"integration";"FAVOR"
"7120";"aut: Austrian Social Democratic Party";"Projekt 19: Soviel Zuwanderung wie nötig, soviel Integration wie möglich";"immigration";"FAVOR"
"7121";"aut: Austrian Social Democratic Party";"Wir halten es für sinnvoll, dass jährlich eine Bedarfseinschätzung hinsichtlich Zahl und Qualifikation möglicher ZuwanderInnen erstellt und der Migration zugrunde gelegt wird.";"immigration";"FAVOR"
"7122";"aut: Austrian Social Democratic Party";"Was wir nicht wollen, ist, dass auch in Nichtsaison-Branchen bloß vorübergehend Menschen im Land beschäftigt werden und zunehmend unter vielfach entwürdigenden und äußerst schlechten sozialen Bedingungen leben müssen.";"immigration";"NONE"
"7123";"aut: Austrian Social Democratic Party";"Auch deshalb wollen wir die Saisonnier-Regelung der Regierung Schüssel zurücknehmen.";"immigration";"AGAINST"
"7124";"aut: Austrian Social Democratic Party";"Legal zugewanderten ArbeitnehmerInnen und ihren Familienangehörigen soll eine umfassende Integrationsperspektive eröffnet werden.";"integration";"FAVOR"
"7125";"aut: Austrian Social Democratic Party";"Es hat beispielsweise keinen Sinn, legal hier lebende Menschen auf einen illegalen Arbeitsmarkt zu zwingen.";"integration";"FAVOR"
"7126";"aut: Austrian Social Democratic Party";"Familienzusammenführung beruht auf einem menschenrechtlichen Fundament und soll daher nicht denselben Beschränkungen unterworfen sein wie die Arbeitsmigration.";"integration";"FAVOR"
"7127";"aut: Austrian Social Democratic Party";"Gewerkschaftliche und Arbeitnehmerrechte müssen auch für ZuwanderInnen durchsetzbar sein.";"integration";"FAVOR"
"7128";"aut: Austrian Social Democratic Party";"Das ist im Sinne aller ArbeitnehmerInnen.";"integration";"FAVOR"
"7129";"aut: Austrian Social Democratic Party";"Faire, verbindliche und einklagbare Rahmenbedingungen in der Vertragsgestaltung in allen Segmenten des Arbeitsmarktes sollen sicherstellen, dass die Risiken nicht einseitig den ArbeitnehmerInnen aufgebürdet werden.";"integration";"FAVOR"
"7130";"aut: Austrian Social Democratic Party";"Beim Zugang zur sozialen Sicherung darf es keine Unterschiede aufgrund der Staatsbürgerschaft geben.";"integration";"FAVOR"
"7131";"aut: Austrian Social Democratic Party";"Die Regierung Schüssel versteht unter Integration in erster Linie, die deutsche Sprache zu lernen.";"integration";"AGAINST"
"7132";"aut: Austrian Social Democratic Party";"Der gewünschte Erwerb der deutschen Sprache soll unserer Ansicht aber nicht über Zwangsmaßnahmen, sondern durch gezielte und attraktive Kursangebote in ausreichendem Ausmaß erfolgen.";"integration";"FAVOR"
"7133";"aut: Austrian Social Democratic Party";"Diese fehlen derzeit.";"integration";"NONE"
"7134";"aut: Austrian Social Democratic Party";"Integration ist aber für uns mehr.";"integration";"FAVOR"
"7135";"aut: Austrian Social Democratic Party";"Neben dem Spracherwerb soll insgesamt Orientierung für das Leben in Österreich (durch Information über öffentliche Einrichtungen,";"integration";"FAVOR"
"7136";"aut: Austrian Social Democratic Party";"rechtliche Fragen etc.) im Vordergrund stehen.";"integration";"FAVOR"
"7137";"aut: Austrian Social Democratic Party";"Und es geht auch um eine Integration in den Arbeits-";"integration";"FAVOR"
"7138";"aut: Austrian Social Democratic Party";"ZuwanderInnen sollen möglichst rasch mit den vollen Rechten ausgestattet werden.";"integration";"FAVOR"
"7139";"aut: Austrian Social Democratic Party";"Wir wollen das Staatsbürgerschaftsrecht modern und integrationsfreundlich weiterentwickeln";"integration";"FAVOR"
