party,content,target,stance
nld: Christian Democratic Appeal,Het vertrouwen tussen bevolkingsgroepen wordt niet hersteld door de scheidslijnen tussen ‘wij’ en ‘zij’ te benadrukken.,Integration,FAVOR
nld: Democrats‘66,"En zo ja, hoe?",Immigration,NONE
nld: Party of Freedom,"voor immigranten de eerste tien jaar geen sociale zekerheid,",Integration,AGAINST
nld: Socialist Party,Nederland moet in haar asielbeleid uitvoering geven aan de verdragen waaraan we ons gebonden hebben.,Immigration,AGAINST
nld: Christian Union,Er zijn naar schatting ongeveer 40.000 dak- en thuislozen in ons land.,Integration,NONE
nld: People’s Party for Freedom and Democracy ,Allochtonen zijn nog altijd oververtegenwoordigd in werkloosheids- en criminaliteitsstatistieken.,Integration,AGAINST
nld: Labour Party,"De vrijwillige terugkeer van afgewezen vreemdelingen wordt vergroot door het bieden van perspectief in het land van herkomst (financiële middelen voor de opbouw van een nieuw bestaan, individuele begeleiding, werkmogelijkheden, onderwijs ter voorbereiding van terugkeer).",Immigration,AGAINST
nld: Christian Union,Discriminatie in welke vorm dan ook wordt bestreden.,Integration,FAVOR
nld: Christian Democratic Appeal,Daadwerkelijke terugkeer na verloop van tijd is hierbij een van de voorwaarden.,Immigration,AGAINST
nld: Christian Democratic Appeal,"Om illegaliteit effectiever te bestrijden wordt hard opgetreden tegen mensen die van illegalen profiteren, zoals werkgevers, huisjesmelkers en mensensmokkelaars.",Immigration,AGAINST
nld: Labour Party,Fundamentele veranderingen als globalisering en migratie hebben dit verschijnsel nog eens versterkt.,Immigration,NONE
nld: Party of Freedom,Wie bijvoorbeeld ook de Turkse of Marokkaanse wet moet gehoorzamen kan niet vrijuit spreken,Integration,AGAINST
nld: Labour Party,"We kunnen ons er niet bij neerleggen dat jongeren met Turkse of Marokkaanse ouders, die hier geboren en getogen zijn, westerse waarden zoals de democratie afwijzen.",Integration,AGAINST
nld: Christian Union,Vluchtelingen worden niet teruggestuurd als dat gevaar voor leven of vrijheid oplevert.,Immigration,FAVOR
nld: Christian Democratic Appeal,En ze hebben er genoeg van om scheef aangekeken te worden op grond van wangedrag van anderen.,Integration,AGAINST
nld: Democrats‘66,De leges van verblijfsvergunningen dienen op korte termijn verlaagd te worden naar een bedrag dat in verhouding staat tot de aanvraag van een paspoort.,Immigration,FAVOR
nld: Christian Union,De overheid is zeer terughoudend in het beoordelen van de inhoud van preken en godsdienstsamenkomsten.,Integration,AGAINST
nld: Green Left,geen geloofsdwang.,Integration,NONE
nld: Democrats‘66,D66 spreekt zich uit voor een specifieke pardonregeling voor degenen die onder de oude vreemdelingenwet asiel hebben aangevraagd.,Immigration,FAVOR
nld: Labour Party,"In het inburgeringstraject wordt onderwijs gegeven over grondrechten, maar in het bijzonder aandacht besteed aan het non-discriminatiebeginsel.",Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"De VVD wil tot slot geen laaggeschoolde arbeidskrachten van buiten de EU toelaten, ook niet op tijdelijke basis.",Immigration,AGAINST
nld: Reformed Political Party,"Gelet op de omvang van de groep die het aangaat én gelet op de aard van de problemen die spelen, is speciale aandacht voor de islamieten gerechtvaardigd.",Integration,AGAINST
nld: Christian Union,"Juist in een tijd waarin de publieke implicaties van religie nogal eens miskend worden, erkent de ChristenUnie zonder terughoudendheid de rechten en de vrijheden van deze relatief nieuwe minderheid.",Integration,AGAINST
nld: Reformed Political Party,- In de inburgeringcursus moet uitdrukkelijk aandacht zijn voor het probleem van het antisemitisme.,Integration,NONE
nld: Democrats‘66,"D66 ziet in de herziening van de Vreemdelingenwet een positieve ontwikkeling, al valt er met name op het terrein van het Europese asielbeleid, nog veel te verbeteren.",Immigration,FAVOR
nld: Labour Party,"Europa moet geen keurslijf worden, maar juist diversiteit waarderen.",Integration,FAVOR
nld: Christian Democratic Appeal,In een land waar verschillende culturen samenleven is onderlinge betrokkenheid de beste garantie voor de toekomst.,Integration,FAVOR
nld: Christian Union,"Nederland vraagt in internationale fora als de Verenigde Naties en in het beleid van de EU nadrukkelijk aandacht voor het gevaar van totalitaire en nationalistische opvattingen, ambities zoals het invoeren van de sharia (islamitische wetgeving) en het negeren of onderdrukken van de culturele rechten van etnische en nationale minderheden.",Integration,AGAINST
nld: Green Left,"36. Kwetsbare groepen asielzoekers, zoals minderjarigen,  vrouwen, seksuele minderheden en getraumatiseerden,  krijgen bijzondere aandacht om ervoor te zorgen dat hun  asielrelaas ten volle wordt getoetst.",Immigration,FAVOR
nld: Party for the Animals,Op Europees niveau dient Nederland zich sterk te maken voor betere opvang van vluchtelingen in eigen regio.,Immigration,FAVOR
nld: Christian Democratic Appeal,Europese harmonisatie van het asielbeleid is noodzakelijk.,Immigration,FAVOR
nld: Christian Union,"Het oprichten van een politieke partij die beoogt de democratische rechtsstaat omver te werpen, wordt een strafbaar feit.",Integration,AGAINST
nld: Green Left,"Er komt een inburgeringseis in Nederland  in plaats van in het buitenland, alsmede een opleidingstraject: toegelaten partners gaan, als zij nog geen startkwalificatie voor de arbeidsmarkt hebben, een opleiding  op maat volgen.",Integration,FAVOR
nld: Socialist Party,Ook dient veel harder dan nu opgetreden te worden tegen mensenhandelaren.,Immigration,FAVOR
nld: Christian Union,De integratie van zorgleerlingen in het onderwijs en in de afzonderlijke trajecten van het Praktijkonderwijs neemt  niet weg dat het Speciaal Onderwijs voor een bepaalde groep leerlingen nodig blijft.,Integration,AGAINST
nld: Party of Freedom,Onze cultuur staat zwaar onder druk.,Integration,AGAINST
nld: Socialist Party,Asielzoekers mogen niet worden gezien als criminelen en dus ook niet als zodanig worden behandeld.,Integration,FAVOR
nld: Party of Freedom,De demografische ontwikkelingen zijn ronduit zorgelijk: demeerderheid van de jongeren in de grote steden is nu al van niet-westerse afkomst.,Integration,AGAINST
nld: Reformed Political Party,Het maken van onderscheid tussen godsdiensten is niet in strijd met tolerantie en vrijheid van godsdienst.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Stapeling van procedures leidt tot onzekerheid,",Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Opvang van vluchtelingen dient, met behulp van de UNHCR, plaats te vinden in de regio.",Immigration,FAVOR
nld: Democrats‘66,Toch vindt u in ons programma geen apart hoofdstuk hierover.,Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,"De kosten ervan - die op de samenleving worden afgewenteld - zijn te hoog, de opbrengsten te laag.",Integration,AGAINST
nld: Christian Union,Scherp het strafrecht aan:,Immigration,NONE
nld: Labour Party,Leges moeten niet gebruikt worden als anti-immigratiemiddel.,Immigration,FAVOR
nld: Christian Union,"Het is van belang dat de overheid, waar zij dat kan, een volwaardige plaats van migranten in het arbeidsproces bevordert.",Integration,FAVOR
nld: Christian Union,"Op katholieke scholen was 45procent van de leerlingen allochtoon, op openbare scholen 49 procent en op protestantse scholen 50 procent.",Integration,NONE
nld: People’s Party for Freedom and Democracy ,Een ‘machtiging tot voorlopig verblijf’ (MVV) kan voortaan uitsluitend nog vanuit het buitenland worden ingediend.,Immigration,AGAINST
nld: Labour Party,"De winst uit mensenhandel moet na veroordeling van de daders ten goede komen aan de slachtoffers, vooral bij opvang in het land van oorsprong.",Immigration,FAVOR
nld: Christian Union,Waar voor vluchtelingen geen uitzicht is op lokale integratie of terugkeer dient Nederland zich solidair te tonen en vluchtelingen de mogelijkheid tot hervestiging te bieden.,Immigration,FAVOR
nld: Democrats‘66,"D66 streeft naar snelle invoering van een Europees ‘blue card’ systeem, vergelijkbaar met het Amerikaanse ‘green card’ systeem.",Integration,FAVOR
nld: Christian Union,"Een weg tussen onverdraagzaamheid en polari-satie aan de ene kant, en gelijkschakeling en neutraliteitsdwang aan de andere kant.",Integration,NONE
nld: Reformed Political Party,Ze zien de identiteit van Nederland vervagen.,Integration,AGAINST
nld: Christian Union,De verantwoordelijkheid voor vluchtelingen binnen Europa moet door de EU-landen gezamenlijk gedragen worden.,Immigration,FAVOR
nld: Party for the Animals,Nederland moet een humaan en rechtvaardig asielbeleid toepassen.,Immigration,FAVOR
nld: Christian Democratic Appeal,1.5.9 De Internationale Organisatie voor Migratie (IOM) krijgt een nadrukkelijke rol bij terug-keer en het verkrijgen van (vervangende) documenten.,Immigration,NONE
nld: People’s Party for Freedom and Democracy ,Ook het uitzettingsbeleid voor criminele vreemdelingen moet worden aangescherpt.,Immigration,AGAINST
nld: Socialist Party,Er komt een generaal pardon voor (ex-)asielzoekers die onder de oude vreemdelingenwet asiel hebben aangevraagd.,Immigration,FAVOR
nld: Democrats‘66,"Gebrek aan kansen, uitsluiting en discriminatie kunnen leiden tot verzet tegen de maatschappij en tot radicalisering.",Integration,AGAINST
nld: Green Left,Discriminatie is en blijft uit den boze.,Integration,FAVOR
nld: Christian Union,"Een goede integratie vraagt inspanningen van iedereen, zowel van de oud- en nieuwkomers in ons land, als van de Nederlanders van huis uit.",Integration,FAVOR
nld: Socialist Party,"In ons land wonen ook meer dan een miljoen westerse migranten, vooral uit de lidstaten van de Europese Unie.",Immigration,NONE
nld: Christian Union,Het moment is gekomen om het huidige strenge beleid om te buigen naar een rechtvaardig beleid.,Immigration,FAVOR
nld: Green Left,GroenLinks kiest voor een activerende participatiestaat.,Integration,FAVOR
nld: Christian Union,"Besteedt in het inburgeringprogramma én in het reguliere onderwijs aandacht aan culturele gedragingen en opvattingen die, hoewel niet onwettig, botsen met de in Nederland heersende culturele opvattingen.",Integration,AGAINST
nld: Christian Union,Dit besef van diversiteit klinkt ook door bij de aanstelling van ambtenaren van de burgerlijke stand.,Integration,FAVOR
nld: Reformed Political Party,"En als het gaat om de toelating van asielzoekers en anderen die hun heil in Nederland zoeken, komt het aan op het vinden van een goed evenwicht tussen enerzijds rechtvaardigheid en anderzijds barmhartigheid.",Immigration,AGAINST
nld: Party of Freedom,De PVV wil het financieringstekort aan het einde van de volgende kabinetsperiode zo goed  als weggewerkt hebben.,Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,Herhaalde  asielaanvragen  moeten  worden  voorkomen.,Immigration,AGAINST
nld: Green Left,35. Er komt een helder criterium voor de toepassing van de  verkorte asielprocedure; duidelijk kansloze asielverzoeken  mogen verkort worden afgedaan.,Immigration,AGAINST
nld: People’s Party for Freedom and Democracy ,Een  Europese  aanpak  ondersteunt  opvang  van  vluchtelingen  in  de  eigen  regio.,Immigration,AGAINST
nld: Christian Union,De overheid voert noch een religieus noch een seculier voorkeursbeleid.,Integration,NONE
nld: Reformed Political Party,"- Bij het opstellen van ambtsberichten op basis waarvan de regering bepaalt of een  herkomstland of -gebied (weer)  veilig is, moet meer aandacht gegeven worden  aan de vaak benarde positie van christenen.",Immigration,AGAINST
nld: Green Left,De werkloosheid onder migranten is de afgelopen jaren meer dan verdubbeld.,Integration,NONE
nld: Christian Democratic Appeal,Die samenhang is niet vanzelfsprekend – daaraan moeten we blijven werken.,Integration,FAVOR
nld: People’s Party for Freedom and Democracy ,Ook voor de kinderen van buitenlandse werknemers moeten er goede voorzieningen zijn.,Integration,FAVOR
nld: Labour Party,"Als de achterstanden weggewerkt zijn, kan het budget weer verlaagd worden en kan inburgering deels opgaan in het reguliere volwassenenonderwijs.",Integration,AGAINST
nld: People’s Party for Freedom and Democracy ,"Daarom wordt de integratieportefeuille voortaan ondergebracht bij het nieuwe ministerie van Sociale Zaken, Werkgelegenheid en Integratie.",Integration,FAVOR
nld: Christian Union,"In het geval van gedwongen terugkeer dient de overheid zich ervan verzekerd te hebben dat in het land van herkomst fundamentele mensenrechten, waaronder de godsdienstvrijheid, niet worden geschonden.",Immigration,FAVOR
nld: Christian Democratic Appeal,"De 3D-inzet van defence, diplomacy en development (Defensie, Diplomatie en Ont-wikkelingssamenwerking) van Nederland in de Afghaanse provincie Uruzgan is internationaal gewaardeerd.",Immigration,NONE
nld: Green Left,De toekomst mag ons niet overkomen.,Immigration,FAVOR
nld: People’s Party for Freedom and Democracy ,"Nadat een afwijzing van een aanvraag in rechte is komen vast te staan, kan er geen herhaalde aanvraag worden ingediend.",Immigration,AGAINST
nld: Labour Party,"Nog steeds verdienen vrouwen minder dan mannen, nog steeds zijn vrouwen ondervertegenwoordigd in hoge functies.",Integration,AGAINST
nld: Socialist Party,Over het algemeen is het echter beter voor kinderen als ze in hun oorspronkelijke omgeving kunnen opgroeien.,Integration,AGAINST
nld: Democrats‘66,> Werkvergunningen aan diegenen die aan onze economie een bijdrage kunnen leveren moeten soepeler worden afgegeven.,Immigration,FAVOR
nld: Christian Union,In deze preambule kan uitdrukking worden gegeven aan de historische identiteit en de dragende waarden van de Nederlandse samenleving.,Integration,FAVOR
nld: Reformed Political Party,"Tegen die achtergrond, en ook omdat de islam wezensvreemd is aan Nederland, de Westerse cultuur en niet zelden vijandig staat tegenover christenen en joden, gaat een toenemende zichtbaarheid van de islam in de publieke ruimte in Nederland ons aan het hart.",Integration,AGAINST
nld: Labour Party,"Burgers kunnen met meerdere samenlevingen een binding hebben, zonder dat dit volwaardige deelname aan de Nederlandse samenleving in de weg hoeft te staan.",Integration,FAVOR
