party,content,target,stance
nor: Progress Party,". dette kan man sørge for ved å lage ordninger som stimulerer folks vilje til å jobbe, for eksempel ved å sette ned skattetrykket og få flere trygdede ut i jobb",Integration,FAVOR
nor: Progress Party,". hvis søker er gift med norsk borger, er kravet om botid minimum fem år.",Integration,AGAINST
nor: Progress Party,19.At oppgivelse av falsk identitet blir  ansett som en kriminell handling og  fører til utvisning.,Immigration,AGAINST
nor: Liberal Party,Etablere flere beredskapshjem til mindreårige som har brutt  med familien sin på grunn av vold eller trusler om tvangsekteskap.,Immigration,FAVOR
nor: Norwegian Labour Party,Fattigdom gjør kvinner og barn særlig utsatt for menneskehandlere.,Integration,FAVOR
nor: Norwegian Labour Party,"Skal flyktningpolitikken være rettferdig, er det viktig å ha klare regler og internasjonalt samarbeid.",Immigration,FAVOR
nor: Norwegian Labour Party,intensivere arbeidet mot menneskehandel,Integration,AGAINST
nor: Christian People’s Party,Et overordnet mål i flyktningepolitikken må være å sørge for beskyttelse til dem som trenger det.,Immigration,FAVOR
nor: Liberal Party,Språkopplæringen i alle språk bør vris fra fokus på teoretisk språkopplæring til vekt på språk som et praktisk hjelpemiddel.,Integration,FAVOR
nor: Norwegian Labour Party,. En stor del av disse er internt fordrevne,Immigration,FAVOR
nor: Progress Party,ilo-konvensjon nr. 169 hjemler grunnlag for at enkelte etniske grupperinger skal kunne gis særrettigheter på bekostning av andre innenfor et felles bosetningsområde,Integration,FAVOR
nor: Conservative Party,Mangfoldet øker gjennom vår kontakt med andre kulturer.,Integration,FAVOR
nor: Liberal Party,og mulighet til migrasjon.,Immigration,FAVOR
nor: Conservative Party,". Høyre vil arbeide for et kulturliv som er mangfoldig, preget av toleranse, nysgjerrighet, tilgjengelighet, kvalitet og utvikling.",Integration,FAVOR
nor: Progress Party,ta a    vstand fra enhver form for rasisme,Integration,FAVOR
nor: Progress Party,"For å kunne bli norsk statsborger bør det stil-les krav om selvforsørgelsesevne, samfunns-forståelse og tilstrekkelige norskkunnskaper.",Integration,AGAINST
nor: Christian People’s Party,De som får innvilget asyl i Norge får arbeids- eller oppholdstillatelse som danner grunnlag for bosettingstillatelse.,Immigration,FAVOR
nor: Centre Party,gi tidligere barnesoldater og traumatisert ungdom fra krigssoner rask og riktig tilrettelagt hjelp.,Immigration,FAVOR
nor: Conservative Party,"u tvide antallet norsktimer i introduksjonsprogrammet til 300, og ytterligere 300 hvis man ikke består en språktest.",Integration,AGAINST
nor: Liberal Party,Lærere møter mange utfordringer som ikke er av faglig karakter.,Integration,FAVOR
nor: Christian People’s Party,Det er en nasjonal oppgave å sikre arenaer for så vel minoriteters kulturuttrykk som andre ”smale” kulturuttrykk som beriker det kulturelle mangfoldet i Norge.,Integration,FAVOR
nor: Norwegian Labour Party,tilby gratis kjernetid i barnehage for alle 3–5åringer i områder med mange minoritetsspråklige,Integration,FAVOR
nor: Liberal Party,Venstre ønsker å sikre retten til å søke asyl og vil derfor grunnlovsfeste denne.,Immigration,FAVOR
nor: Progress Party,Norge må derfor føre en aktiv repatrierings-politikk overfor flyktninger og asylsøkere  som er gitt oppholdstillatelse i Norge.,Immigration,AGAINST
nor: Progress Party,"Fremskrittspartiet konstaterer at mange, og stadig flere, nordmenn velger å flytte permanent eller bo lengre tid i utlandet",Immigration,NONE
nor: Progress Party,"Fremskrittspartiets restriktive innvandrings-politikk, som suppleres med aktiv integre-ring og tilpasning til norske samfunnsfor-hold, vil forebygge motsetninger og konflik-ter mellom befolkningsgrupper med ulike  typer etnisk, kulturell og religiøs bakgrunn.",Immigration,AGAINST
nor: Socialist Left Party,SV vil innføre aktivitets– og rapporteringsplikt mot etnisk diskriminering i arbeidslivet.,Integration,FAVOR
nor: Norwegian Labour Party,Alle har rett til å velge og praktisere religion og livssyn.,Integration,FAVOR
nor: Centre Party,"Senterpartiet mener at alle skal ha likeverdxe \""likeverd\""ige muligheter, uavhengig av kjønn, legning, funksjonsnivå, sivilstand, bosted og etnisk tilhørighet.",Integration,FAVOR
nor: Conservative Party,"innføre obligatorisk kartlegging av grunnleggende ferdigheter, først og fremst med hensyn til språk, ved fireårskontrollen i hele landet,",Integration,FAVOR
nor: Liberal Party,Kommunene som bosetter ﬂyktninger og asylsøkere må fortsatt gis økonomisk støtte til å tilrettelegge for en aktiv integreringspolitikk.,Integration,FAVOR
nor: Liberal Party,Venstre vil arbeide for mer smidig regelverk for utenlandsk akademisk arbeidstillatelse og for bedre ﬁnansieringsmuligheter for å lønne toppfolk.,Immigration,FAVOR
nor: Centre Party,. I dag er deltakelsen blant ungdom med minoritetsbakgrunn lavere enn for annen ungdom,Integration,FAVOR
nor: Socialist Left Party,SV vil at Norge skal føre en human flyktningpolitikk basert på klare prinsipper og kriterier.,Immigration,FAVOR
nor: Christian People’s Party,og at alle skal få tilbud om en norsk kontaktfamilie i nærmiljøet.,Integration,FAVOR
nor: Centre Party,"I tilfeller der utenlandske statsborgere med opphold i Norge utgjør en fare for rikets sikkerhet eller bidrar til terrorvirksomhet i inn- eller utland, kan det oppstå et motsetningsforhold mellom internasjonale forpliktelser, nasjonal lovgivning og hensynet til nasjonal sikkerhet",Immigration,AGAINST
nor: Progress Party,"Familieinnvandringsordningen begrenses til ektefelle over 24 år, og egne barn under 18 år",Immigration,AGAINST
nor: Centre Party,"Senterpartiet vil framheve hvor viktig det er med frivillige organisasjoner, fag- og næringsforeninger, velforeninger, lokalutvalg og bydelsdemokrati",Integration,FAVOR
nor: Christian People’s Party,gi alle arbeidsinnvandrere tilbud om norskundervisning i samarbeid med arbeidsgiverne.,Integration,FAVOR
nor: Liberal Party,Asylsøkere som misbruker asylinstituttet ved å drive kriminell aktivitet må få en  rask reaksjon fra politi og rettsvesen og raskt utvises der det er mulig.,Immigration,AGAINST
nor: Centre Party,", i tillegg til at vi mener at tida som den enkelte sitter og venter på avgjørelsen, må være fylt med innhold og være meningsfylt",Immigration,FAVOR
nor: Christian People’s Party,styrke frivillige organisasjoner som jobber overfor minoritetsmiljøer på ulike måter.,Integration,FAVOR
nor: Liberal Party,Det er nødvendig å beskytte asylinstituttet til fordel for dem som er reelle flyktninger.,Immigration,AGAINST
nor: Norwegian Labour Party,"Vi vil motarbeide diskriminering, fordommer og rasisme for å gi alle det beste grunnlaget for å delta i samfunnet",Integration,FAVOR
nor: Norwegian Labour Party,"og inkludering i for eksempel eldreomsorgen, psykisk helsevern, forebyggende barne- og ungdomstiltak og integrering av innvandrere.",Integration,FAVOR
nor: Liberal Party,Økt arbeidsinnvandring vil tilføre det norske samfunnet en bredere kompetanse.,Integration,FAVOR
nor: Progress Party,Fremskrittspartiet vil føre en restriktiv politikk når det gjelder å innrømme asyl,Immigration,AGAINST
nor: Liberal Party,For det andre skal det være mulig å komme til Norge for  mennesker som ønsker å bidra i det norske samfunnet.,Immigration,FAVOR
nor: Progress Party,Dette betyr også at graden  av integrering i samfunnet må henge sam-men med vedkommendes grad av funk-sjonshemning.,Integration,FAVOR
nor: Socialist Left Party,. Norge bør ikke bidra til «brain drain» ved aktiv verving av kvalifiserte fagfolk fra fattige land.,Immigration,FAVOR
nor: Christian People’s Party,. Samtidig må man erkjenne at deltidsstillinger i noen sammenhenger er delvis ufrivillig i den forstand at arbeidsbelastningen gjør det umulig å jobbe fulltid,Integration,FAVOR
nor: Liberal Party,Språk og gjensidig kulturforståelse er nøkkelen til integrering.,Integration,FAVOR
nor: Christian People’s Party,og samarbeidet med frivillige organisasjoner må økes.,Integration,FAVOR
nor: Centre Party,"Alle skal ha rett til et arbeid som er mulig å kombinere med et aktivt samfunnsliv, fritid og omsorgsoppgaver.",Integration,FAVOR
nor: Norwegian Labour Party,. Ambisjonen kan økes dersom situasjonen tilsier det.,Immigration,FAVOR
nor: Conservative Party,Derfor er norskopplæring for minoritetsspråklige barn og voksne viktig.,Integration,FAVOR
nor: Centre Party,og plasseres i egne mottak etter modell av SOS barnebyer.,Immigration,FAVOR
nor: Christian People’s Party,"Det er et nasjonalt ansvar å ta imot flyktninger, men en forutsetning for å lykkes med integreringsarbeidet, er at kommunene bosetter flyktningene så raskt som mulig.",Immigration,FAVOR
nor: Christian People’s Party,Utdanning og rekruttering av innvandrere innen det offentlige og andre viktige stillinger i samfunnet vil gi synlige forbilder for unge mennesker og innvandringsmiljøene.,Integration,FAVOR
nor: Norwegian Labour Party,Det er mange grunner til at noen trenger ekstra bistand for reelt å få like gode muligheter som andre.,Integration,FAVOR
nor: Liberal Party,Venstre vil derfor ha en grundig evaluering av utlendingsnemndas rolle og arbeidsform.,Immigration,NONE
nor: Christian People’s Party,Samisk kultur og annen minoritetskultur må sikres vekst- og utviklingsmuligheter.,Integration,FAVOR
nor: Liberal Party,"Vi trenger mangfold,",Integration,FAVOR
nor: Progress Party,"Det skal slås hardt  ned på alle former for kriminalitet,",Integration,AGAINST
nor: Progress Party,Fremskrittspartiet vil at norge skal oppfylle sine internasjonale forpliktelser og hjelpe flyktninger,Immigration,FAVOR
nor: Socialist Left Party,og vil bedre tilsynet med mottakene.,Immigration,FAVOR
nor: Socialist Left Party,"Det internasjonale samfunnet må sikre tilgang til humanitær hjelp,",Immigration,FAVOR
nor: Centre Party,".    Norge har fortsatt systematiske forskjeller i helsetilstand i befolkningen som skyldes ulikheter i økonomiske og sosiale bakgrunnsfaktorer, slik som utdanning og bosted",Integration,FAVOR
nor: Norwegian Labour Party,"at ved stillinger i det offentlige hvor det finnes kvalifiserte søkere med minoritetsbakgrunn, skal minst én kalles inn til intervju",Integration,FAVOR
nor: Centre Party,"Senterpartiet vil derfor arbeide for at det blir vedtatt en egen antidiskrimineringxe \""antidiskriminering\""slov.",Integration,FAVOR
nor: Socialist Left Party,SV vil styrke arbeidet for å sikre alle barn en fullverdig utdanning.,Integration,FAVOR
nor: Conservative Party,det etableres unntaksordninger for personer med spesielle behov.,Integration,FAVOR
nor: Progress Party,. det bør kunne kreves dna-test for å bevise slektskap,Immigration,AGAINST
nor: Liberal Party,"I et ﬂerkulturelt samfunn med respekt for kulturelle og språklige minoriteter, må alle kunne ta vare på sine språk som en viktig del av sin identitet.",Integration,FAVOR
nor: Centre Party,Dekkje utgifter til flyktningar i Noreg utanfor bistandsbudsjettet.,Immigration,FAVOR
nor: Socialist Left Party,"psykiatrisk hjelp og ulike velferdstilbud, også barnehage.",Integration,FAVOR
nor: Progress Party,Sosiale rettigheter skal i hovedsak knyttes til  statsborgerskap eller opptjente rettigheter.,Integration,AGAINST
nor: Centre Party,"Utenlandske kvinner som blir skilt etter mishandling, må få oppholdstillatelse i Norge, sjøl om ekteskapet ikke har vart i tre år.",Integration,FAVOR
nor: Progress Party,". personer som får oppholdstillatelse som et ledd i familiegjenforening eller på humanitært grunnlag, er etter Fremskrittspartiets oppfatning ikke flyktninger, men innvandrere.",Immigration,AGAINST
nor: Progress Party,og ikke begrenset til bestemte etniske grup-per.,Integration,FAVOR
nor: Socialist Left Party,Alle har rett til fritt å velge hvem de vil gifte seg med.,Integration,FAVOR
nor: Progress Party,. asylstatus skal bare innvilges etter individuell behandling og grundig vurdering av søknader om asyl,Immigration,AGAINST
nor: Conservative Party,"klargjøre ansvarslinjene mellom offentlige myndigheter for å sikre et bedre tilbud til kvinner og barn som opplever vold i nære relasjoner eller som frykter tvangsekteskap, kjønnslemlestelse eller menneskehandel.",Integration,FAVOR
nor: Norwegian Labour Party,. Det er derfor ønskelig at flere land i Europa tar imot kvoteflyktninger for å redusere antallet asylsøkere som risikerer sine liv for å komme inn i Europa,Immigration,AGAINST
nor: Norwegian Labour Party,motarbeide fanatisme og antidemokratiske holdninger i Norge,Integration,FAVOR
nor: Socialist Left Party,I en stadig mer global virkelighet er det mer og mer vanlig å ha to hjemland.,Integration,FAVOR
nor: Norwegian Labour Party,". Det er et mål at flere med minoritetsbakgrunn deltar aktivt i frivillig arbeid, både barn og voksne.",Integration,FAVOR
nor: Conservative Party,"de fleste mennesker som er på flukt, oppholder seg i egne nærområder.",Immigration,FAVOR
nor: Progress Party,. med flyktninger forstår vi personer som tilfredsstiller de krav som Fns flyktningkonvensjon stiller for å gi rett til opphold i norge,Immigration,FAVOR
nor: Progress Party,"gode kunnskaper i norsk er også et viktig grunnlag for innvandrere for å få innpass på arbeidsmarkedet, og dermed gjøre det mulig å oppnå en ordinær yrkeskarriere.",Integration,FAVOR
nor: Norwegian Labour Party,". Utfordringer i nord som klimaendringer, kriminalitet, migrasjon og ressursforvaltning forsterker behovet for dette samarbeidet",Immigration,AGAINST
nor: Norwegian Labour Party,". Alle har krav på å få de samme muligheter til å utvikle seg, utnytte sine evner og leve sine liv, uavhengig av kjønn, sosial bakgrunn, funksjonsevne, religion, seksuell orientering, etnisk tilhørighet eller alder",Integration,FAVOR
nor: Christian People’s Party,"KrF vil sikre disse retten til eget språk, kultur og samfunnsliv, slik det er forankret i internasjonale konvensjoner.",Integration,FAVOR
nor: Norwegian Labour Party,øke antallet kvoteflyktninger til minst 1500 i året,Immigration,FAVOR
